 0.997671 -0.004911 0.003777 0.303435
 0.017195 0.997679 0.002071 0.011702
 -0.000707 0.000158 1.000244 -0.025389

 1.001671 -0.007318 0.004501 0.265284
 0.017373 0.990782 -0.001084 -0.148477
 0.000257 0.000131 0.999921 -0.011566

 1.002229 -0.016617 0.003125 0.288707
 0.007420 0.995067 -0.003352 -0.308968
 0.000103 0.000765 0.999366 -0.001202

 0.996637 -0.016917 0.002102 0.072640
 0.005653 0.997196 -0.003714 -0.366745
 0.000378 0.000665 0.999970 -0.024557

 0.989499 -0.017324 -0.001118 -0.076211
 0.008256 1.001379 -0.004667 -0.318337
 0.000408 -0.000350 0.999756 -0.019607

 0.995089 -0.007423 -0.003385 -0.309566
 0.016604 1.002228 -0.003129 -0.287815
 0.000761 -0.000105 0.999356 -0.000827

 0.997202 -0.005639 -0.003718 -0.366806
 0.016938 0.996622 -0.002086 -0.074289
 0.000676 -0.000372 0.999961 -0.023772

 1.001124 -0.008032 -0.004594 -0.316123
 0.016825 0.989916 0.001190 0.082763
 -0.000348 -0.000373 0.999722 -0.016571

 1.002235 -0.016609 -0.003136 -0.287806
 0.007415 0.995023 0.003361 0.307226
 -0.000104 -0.000775 0.999365 -0.001506

 0.996658 -0.016927 -0.002092 -0.072446
 0.005654 0.997212 0.003712 0.367516
 -0.000370 -0.000668 0.999969 -0.024011

 0.989913 -0.016833 0.001188 0.082813
 0.008027 1.001119 0.004600 0.315709
 -0.000376 0.000342 0.999728 -0.016857

 0.995133 -0.007091 0.003305 0.304417
 0.015421 1.003531 0.002949 0.215711
 -0.000600 -0.000297 0.999609 0.011755

 0.997659 -0.004916 -0.003778 0.303457
 0.017168 0.997696 -0.002204 0.003514
 0.000704 -0.000178 1.000273 0.027747

 1.001669 -0.007319 -0.004509 0.264981
 0.017368 0.990795 0.001044 -0.151080
 -0.000260 -0.000133 0.999929 0.012089

 1.002255 -0.016658 -0.003166 0.286287
 0.007419 0.995061 0.003340 -0.309325
 -0.000104 -0.000775 0.999369 0.001641

 0.996653 -0.016886 -0.002229 0.064791
 0.005663 0.997182 0.003707 -0.367557
 -0.000395 -0.000663 0.999995 0.026521

 0.989510 -0.017319 0.001082 -0.078519
 0.008258 1.001377 0.004675 -0.318096
 -0.000410 0.000352 0.999763 0.020002

 0.995083 -0.007422 0.003372 -0.309920
 0.016646 1.002254 0.003171 -0.285388
 -0.000771 0.000106 0.999360 0.001265

 0.997188 -0.005649 0.003711 -0.367601
 0.016906 0.996638 0.002213 -0.066434
 -0.000673 0.000390 0.999985 0.025730

 1.001122 -0.008034 0.004601 -0.315898
 0.016820 0.989927 -0.001154 0.085090
 0.000351 0.000375 0.999728 0.016952

 1.002261 -0.016650 0.003178 -0.285380
 0.007414 0.995017 -0.003348 0.307580
 0.000106 0.000784 0.999368 0.001947

 0.996674 -0.016895 0.002219 -0.064589
 0.005664 0.997197 -0.003705 0.368310
 0.000387 0.000665 0.999994 0.025977

 0.989924 -0.016829 -0.001152 0.085140
 0.008029 1.001117 -0.004608 0.315479
 0.000378 -0.000345 0.999735 0.017243

 0.995127 -0.007091 -0.003291 0.304867
 0.015458 1.003555 -0.002987 0.213493
 0.000609 0.000295 0.999614 -0.011278

